会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
ミライアル株式会社,有価証券報告書－第55期(2022/02/01－2023/01/31),S100QNPU,42380,E02477,2023-01-31,2023-04-26,化学
株式会社テクノロジーズ,有価証券報告書－第9期(2022/02/01－2023/01/31),S100QN7A,52480,E38256,2023-01-31,2023-04-27,情報・通信業
株式会社ユークス,有価証券報告書－第31期(2022/02/01－2023/01/31),S100QNIT,43340,E05254,2023-01-31,2023-04-27,情報・通信業
株式会社可児ゴルフ倶楽部,有価証券報告書－第50期(2022/02/01－2023/01/31),S100QNUU,,E04671,2023-01-31,2023-04-27,サービス業
株式会社ＳＫＩＹＡＫＩ,有価証券報告書－第20期(2022/02/01－2023/01/31),S100QNVD,39950,E33294,2023-01-31,2023-04-27,情報・通信業
株式会社東京楽天地,有価証券報告書－第124期(2022/02/01－2023/01/31),S100QK6S,88420,E04590,2023-01-31,2023-04-27,不動産業
スバル興業株式会社,有価証券報告書－第109期(2022/02/01－2023/01/31),S100QNY1,96320,E04599,2023-01-31,2023-04-27,サービス業
株式会社アルトナー,有価証券報告書－第61期(2022/02/01－2023/01/31),S100QNQV,21630,E05717,2023-01-31,2023-04-27,サービス業
株式会社エニグモ,有価証券報告書－第19期(2022/02/01－2023/01/31),S100QNIS,36650,E26703,2023-01-31,2023-04-27,情報・通信業
株式会社ネオジャパン,有価証券報告書－第31期(2022/02/01－2023/01/31),S100QNBI,39210,E31902,2023-01-31,2023-04-27,情報・通信業
株式会社アピリッツ,有価証券報告書－第23期(2022/02/01－2023/01/31),S100QNR2,41740,E36213,2023-01-31,2023-04-27,情報・通信業
株式会社ストレージ王,有価証券報告書－第13期(2022/02/01－2023/01/31),S100QNYH,29970,E37595,2023-01-31,2023-04-27,不動産業
株式会社ジャストプランニング,有価証券報告書－第29期(2022/02/01－2023/01/31),S100QNQG,42870,E05204,2023-01-31,2023-04-27,情報・通信業
株式会社ジェイック,有価証券報告書－第32期(2022/02/01－2023/01/31),S100QNZ7,70730,E35187,2023-01-31,2023-04-27,サービス業
株式会社ライトワークス,有価証券報告書－第28期(2022/02/01－2023/01/31),S100QNXI,42670,E37358,2023-01-31,2023-04-27,情報・通信業
アセンテック株式会社,有価証券報告書－第15期(2022/02/01－2023/01/31),S100QO0F,35650,E33109,2023-01-31,2023-04-27,卸売業
株式会社コーセーアールイー,有価証券報告書－第33期(2022/02/01－2023/01/31),S100QNGS,32460,E04075,2023-01-31,2023-04-28,不動産業
不二電機工業株式会社,有価証券報告書－第65期(2022/02/01－2023/01/31),S100QMYK,66540,E02007,2023-01-31,2023-04-28,電気機器
株式会社オーエムツーネットワーク,有価証券報告書－第64期(2022/02/01－2023/01/31),S100QNMW,76140,E03317,2023-01-31,2023-04-28,小売業
株式会社　トリケミカル研究所,有価証券報告書－第45期(2022/02/01－2023/01/31),S100QM0P,43690,E02490,2023-01-31,2023-04-28,化学
株式会社ナイガイ,有価証券報告書－第126期(2022/02/01－2023/01/31),S100QNZH,80130,E00571,2023-01-31,2023-04-28,繊維製品
ポールトゥウィンホールディングス株式会社,有価証券報告書－第14期(2022/02/01－2023/01/31),S100QO68,36570,E25898,2023-01-31,2023-04-28,情報・通信業
モイ株式会社,有価証券報告書－第11期(2022/02/01－2023/01/31),S100QO6B,50310,E37333,2023-01-31,2023-04-28,情報・通信業
株式会社丸千代山岡家,有価証券報告書－第30期(2022/02/01－2023/01/31),S100QO35,33990,E03470,2023-01-31,2023-04-28,小売業
株式会社ミサワ,有価証券報告書－第64期(2022/02/01－2023/01/31),S100QNXD,31690,E26095,2023-01-31,2023-04-28,小売業
株式会社ＯＳＧコーポレーション,有価証券報告書－第53期(2022/02/01－2023/01/31),S100QO4E,67570,E02065,2023-01-31,2023-04-28,電気機器
株式会社ｃｏｌｙ,有価証券報告書－第9期(2022/02/01－2023/01/31),S100QO7G,41750,E36322,2023-01-31,2023-04-28,情報・通信業
ベステラ株式会社,有価証券報告書－第50期(2022/02/01－2023/01/31),S100QO52,14330,E31731,2023-01-31,2023-04-28,建設業
丸善ＣＨＩホールディングス株式会社,有価証券報告書－第13期(2022/02/01－2023/01/31),S100QNY7,31590,E23841,2023-01-31,2023-04-28,小売業
株式会社ハウテレビジョン,有価証券報告書－第13期(2022/02/01－2023/01/31),S100PXNK,70640,E34866,2023-01-31,2023-04-28,サービス業
株式会社Ｃａｓａ,有価証券報告書－第10期(2022/02/01－2023/01/31),S100QO4Z,71960,E33485,2023-01-31,2023-04-28,その他金融業
株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,有価証券報告書－第22期(2022/02/01－2023/01/31),S100QO01,76740,E34747,2023-01-31,2023-04-28,小売業
株式会社ダブルエー,有価証券報告書－第22期(2022/02/01－2023/01/31),S100QO98,76830,E35170,2023-01-31,2023-04-28,小売業
新都ホールディングス株式会社,有価証券報告書－第39期(2022/02/01－2023/01/31),S100QMCA,27760,E02960,2023-01-31,2023-04-28,卸売業
株式会社あさひ,有価証券報告書－第48期(2022/02/21－2023/02/20),S100QR6P,33330,E03439,2023-02-20,2023-05-15,小売業
株式会社しまむら,有価証券報告書－第70期(2022/02/21－2023/02/20),S100QR59,82270,E03137,2023-02-20,2023-05-15,小売業
株式会社オークワ,有価証券報告書－第54期(2022/02/21－2023/02/20),S100QQNL,82170,E03119,2023-02-20,2023-05-16,小売業
株式会社西松屋チェーン,有価証券報告書－第67期(2022/02/21－2023/02/20),S100QRRO,75450,E03287,2023-02-20,2023-05-17,小売業
イオンモール株式会社,有価証券報告書－第112期(2022/03/01－2023/02/28),S100QS8S,89050,E04002,2023-02-28,2023-05-18,不動産業
株式会社瑞光,有価証券報告書－第60期(2022/02/21－2023/02/20),S100QSD0,62790,E01677,2023-02-20,2023-05-18,機械
株式会社ジーフット,有価証券報告書－第52期(2022/03/01－2023/02/28),S100QSHI,26860,E03370,2023-02-28,2023-05-19,小売業
株式会社　平和堂,有価証券報告書－第66期(2022/02/21－2023/02/20),S100QRZ1,82760,E03081,2023-02-20,2023-05-19,小売業
パレモ・ホールディングス株式会社,有価証券報告書－第38期(2022/02/21－2023/02/20),S100QSE7,27780,E03415,2023-02-20,2023-05-19,小売業
株式会社　セキチュー,有価証券報告書－第72期(2022/02/21－2023/02/20),S100QSGV,99760,E03219,2023-02-20,2023-05-19,小売業
株式会社フジ,有価証券報告書－第56期(2022/03/01－2023/02/28),S100QSG4,82780,E03118,2023-02-28,2023-05-19,小売業
株式会社サンデー,有価証券報告書－第49期(2022/03/01－2023/02/28),S100QSJ6,74500,E03245,2023-02-28,2023-05-19,小売業
オリジン東秀株式会社,有価証券報告書－第57期(2022/03/01－2023/02/28),S100QSEH,,E03302,2023-02-28,2023-05-19,小売業
株式会社ニューテック,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QS2Z,67340,E02072,2023-02-28,2023-05-19,電気機器
株式会社イオンファンタジー,有価証券報告書－第27期(2022/03/01－2023/02/28),S100QSKC,43430,E05264,2023-02-28,2023-05-19,サービス業
ユナイテッド・スーパーマーケット・ホールディングス株式会社,有価証券報告書－第8期(2022/03/01－2023/02/28),S100QSAX,32220,E31159,2023-02-28,2023-05-22,小売業
イオン九州株式会社,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QSTF,26530,E03349,2023-02-28,2023-05-22,小売業
イオンディライト株式会社,有価証券報告書－第50期(2022/03/01－2023/02/28),S100QSQD,97870,E04874,2023-02-28,2023-05-22,サービス業
ミニストップ株式会社,有価証券報告書－第44期(2022/03/01－2023/02/28),S100QSUS,99460,E03188,2023-02-28,2023-05-22,小売業
株式会社ＹＥ　ＤＩＧＩＴＡＬ,有価証券報告書－第46期(2022/03/01－2023/02/28),S100QSN5,23540,E05328,2023-02-28,2023-05-22,情報・通信業
株式会社リンガーハット,有価証券報告書－第59期(2022/03/01－2023/02/28),S100QSZ1,82000,E03099,2023-02-28,2023-05-23,小売業
株式会社ＮａＩＴＯ,有価証券報告書－第72期(2022/03/01－2023/02/28),S100QSQF,76240,E02903,2023-02-28,2023-05-23,卸売業
株式会社トーヨーアサノ,有価証券報告書－第80期(2022/03/01－2023/02/28),S100QSYI,52710,E01165,2023-02-28,2023-05-23,ガラス・土石製品
株式会社アークス,有価証券報告書－第62期(2022/03/01－2023/02/28),S100QT6A,99480,E03199,2023-02-28,2023-05-23,小売業
株式会社ケーヨー,有価証券報告書－第85期(2022/03/01－2023/02/28),S100QT9J,81680,E03096,2023-02-28,2023-05-24,小売業
株式会社エーアイテイー,有価証券報告書－第36期(2022/03/01－2023/02/28),S100QSKR,93810,E04369,2023-02-28,2023-05-24,倉庫・運輸関連
北雄ラッキー株式会社,有価証券報告書－第53期(2022/03/01－2023/02/28),S100QSY7,27470,E03397,2023-02-28,2023-05-24,小売業
松竹株式会社,有価証券報告書－第157期(2022/03/01－2023/02/28),S100QTDK,96010,E04582,2023-02-28,2023-05-24,情報・通信業
株式会社トレジャー・ファクトリー,有価証券報告書－第28期(2022/03/01－2023/02/28),S100QT1J,30930,E03520,2023-02-28,2023-05-24,小売業
株式会社ＰＲ　ＴＩＭＥＳ,有価証券報告書－第18期(2022/03/01－2023/02/28),S100QTE9,39220,E31965,2023-02-28,2023-05-24,情報・通信業
株式会社ナルミヤ・インターナショナル,有価証券報告書－第7期(2022/03/01－2023/02/28),S100QTGT,92750,E34249,2023-02-28,2023-05-24,小売業
ＳＦＰホールディングス株式会社,有価証券報告書－第13期(2022/03/01－2023/02/28),S100QTEK,31980,E31029,2023-02-28,2023-05-24,小売業
株式会社エディア,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QTFR,39350,E32238,2023-02-28,2023-05-24,情報・通信業
株式会社キャンドゥ,有価証券報告書－第29期(2021/12/01－2023/02/28),S100QT9F,26980,E03377,2023-02-28,2023-05-24,小売業
株式会社ハイデイ日高,有価証券報告書－第45期(2022/03/01－2023/02/28),S100QT9Y,76110,E03318,2023-02-28,2023-05-24,小売業
株式会社パルグループホールディングス,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QT32,27260,E03387,2023-02-28,2023-05-25,小売業
ポケットカード株式会社,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QTCL,,E04963,2023-02-28,2023-05-25,その他金融業
カネ美食品株式会社,有価証券報告書－第53期(2022/03/01－2023/02/28),S100QTLV,26690,E03358,2023-02-28,2023-05-25,小売業
イオン北海道株式会社,有価証券報告書－第45期(2022/03/01－2023/02/28),S100QT6F,75120,E03268,2023-02-28,2023-05-25,小売業
株式会社ダイセキ環境ソリューション,有価証券報告書－第27期(2022/03/01－2023/02/28),S100QT6G,17120,E05444,2023-02-28,2023-05-25,建設業
株式会社天満屋ストア,有価証券報告書－第54期(2022/03/01－2023/02/28),S100QTDP,98460,E03146,2023-02-28,2023-05-25,小売業
株式会社東京個別指導学院,有価証券報告書－第40期(2022/03/01－2023/02/28),S100QTLY,47450,E05067,2023-02-28,2023-05-25,サービス業
株式会社マックハウス,有価証券報告書－第33期(2022/03/01－2023/02/28),S100QTKU,76030,E03313,2023-02-28,2023-05-25,小売業
株式会社髙島屋,有価証券報告書－第157期(2022/03/01－2023/02/28),S100QT8M,82330,E03013,2023-02-28,2023-05-25,小売業
エスフーズ株式会社,有価証券報告書－第57期(2022/03/01－2023/02/28),S100QTOP,22920,E00342,2023-02-28,2023-05-25,食料品
株式会社コックス,有価証券報告書－第50期(2022/03/01－2023/02/28),S100QTJH,98760,E03163,2023-02-28,2023-05-25,小売業
エコートレーディング株式会社,有価証券報告書－第52期(2022/03/01－2023/02/28),S100QTKV,74270,E02801,2023-02-28,2023-05-25,卸売業
株式会社クリーク・アンド・リバー社,有価証券報告書－第33期(2022/03/01－2023/02/28),S100QTP4,47630,E05096,2023-02-28,2023-05-25,サービス業
マックスバリュ東海株式会社,有価証券報告書－第61期(2022/03/01－2023/02/28),S100QT2S,81980,E03087,2023-02-28,2023-05-25,小売業
株式会社ミスターマックス・ホールディングス,有価証券報告書－第74期(2022/03/01－2023/02/28),S100QTHI,82030,E03103,2023-02-28,2023-05-25,小売業
株式会社メディカル一光グループ,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QTLN,33530,E03443,2023-02-28,2023-05-25,小売業
タビオ株式会社,有価証券報告書－第46期(2022/03/01－2023/02/28),S100QTD1,26680,E02923,2023-02-28,2023-05-25,卸売業
株式会社薬王堂ホールディングス,有価証券報告書－第4期(2022/03/01－2023/02/28),S100QT21,76790,E34943,2023-02-28,2023-05-25,小売業
ディップ株式会社,有価証券報告書－第26期(2022/03/01－2023/02/28),S100QTD9,23790,E05368,2023-02-28,2023-05-25,サービス業
株式会社　放電精密加工研究所,有価証券報告書－第62期(2022/03/01－2023/02/28),S100QTMD,64690,E01454,2023-02-28,2023-05-25,機械
ＪＮＳホールディングス株式会社,有価証券報告書－第19期(2022/03/01－2023/02/28),S100QTS7,36270,E20385,2023-02-28,2023-05-25,情報・通信業
株式会社ローソン,有価証券報告書－第48期(2022/03/01－2023/02/28),S100QTB3,26510,E03345,2023-02-28,2023-05-25,小売業
株式会社ベルク,有価証券報告書－第64期(2022/03/01－2023/02/28),S100QTSP,99740,E03216,2023-02-28,2023-05-25,小売業
株式会社安川電機,有価証券報告書－第107期(2022/03/01－2023/02/28),S100QTSR,65060,E01741,2023-02-28,2023-05-25,電気機器
株式会社イズミ,有価証券報告書－第62期(2022/03/01－2023/02/28),S100QTHN,82730,E03068,2023-02-28,2023-05-25,小売業
アレンザホールディングス株式会社,有価証券報告書－第7期(2022/03/01－2023/02/28),S100QTK5,35460,E32382,2023-02-28,2023-05-25,小売業
株式会社乃村工藝社,有価証券報告書－第86期(2022/03/01－2023/02/28),S100QTK7,97160,E04835,2023-02-28,2023-05-25,サービス業
バリオセキュア株式会社,有価証券報告書－第8期(2022/03/01－2023/02/28),S100QTN0,44940,E35544,2023-02-28,2023-05-25,情報・通信業
リックソフト株式会社,有価証券報告書－第21期(2022/03/01－2023/02/28),S100QTLW,44290,E34633,2023-02-28,2023-05-25,情報・通信業
株式会社ＡＬｉＮＫインターネット,有価証券報告書－第10期(2022/03/01－2023/02/28),S100QTKK,70770,E35288,2023-02-28,2023-05-25,サービス業
ソーバル株式会社,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QTRG,21860,E22049,2023-02-28,2023-05-25,サービス業
イオンフィナンシャルサービス株式会社,有価証券報告書－第42期(2022/03/01－2023/02/28),S100QTUM,85700,E04912,2023-02-28,2023-05-25,その他金融業
株式会社シーズメン,有価証券報告書－第34期(2022/03/01－2023/02/28),S100QTMM,30830,E03498,2023-02-28,2023-05-25,小売業
株式会社アオキスーパー,有価証券報告書－第49期(2022/03/01－2023/02/28),S100QTR5,99770,E03220,2023-02-28,2023-05-25,小売業
東宝株式会社,有価証券報告書－第134期(2022/03/01－2023/02/28),S100QT8H,96020,E04583,2023-02-28,2023-05-25,情報・通信業
株式会社エルテス,有価証券報告書－第12期(2022/03/01－2023/02/28),S100QTUN,39670,E32750,2023-02-28,2023-05-25,情報・通信業
株式会社市進ホールディングス,有価証券報告書－第49期(2022/03/01－2023/02/28),S100QTCY,46450,E04958,2023-02-28,2023-05-25,サービス業
富士精工株式会社,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QTGK,61420,E01503,2023-02-28,2023-05-25,機械
株式会社ボードルア,有価証券報告書－第16期(2022/03/01－2023/02/28),S100QTUD,44130,E37133,2023-02-28,2023-05-25,情報・通信業
株式会社竹内製作所,有価証券報告書－第61期(2022/03/01－2023/02/28),S100QTVK,64320,E01723,2023-02-28,2023-05-25,機械
古野電気株式会社,有価証券報告書－第72期(2022/03/01－2023/02/28),S100QTP0,68140,E01839,2023-02-28,2023-05-25,電気機器
株式会社システムインテグレータ,有価証券報告書－第28期(2022/03/01－2023/02/28),S100QTW3,38260,E05643,2023-02-28,2023-05-25,情報・通信業
株式会社ライフコーポレーション,有価証券報告書－第68期(2022/03/01－2023/02/28),S100QT9L,81940,E03083,2023-02-28,2023-05-26,小売業
株式会社エコス,有価証券報告書－第58期(2022/03/01－2023/02/28),S100QT64,75200,E03274,2023-02-28,2023-05-26,小売業
株式会社ダイセキ,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QT8B,97930,E04931,2023-02-28,2023-05-26,サービス業
株式会社ライフフーズ,有価証券報告書－第37期(2022/03/01－2023/02/28),S100QT56,30650,E03490,2023-02-28,2023-05-26,小売業
株式会社ハブ,有価証券報告書－第25期(2022/03/01－2023/02/28),S100QTLJ,30300,E03473,2023-02-28,2023-05-26,小売業
株式会社昴,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QTUI,97780,E04941,2023-02-28,2023-05-26,サービス業
株式会社ハローズ,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QU03,27420,E03395,2023-02-28,2023-05-26,小売業
株式会社リヒトラブ,有価証券報告書－第75期(2022/03/01－2023/02/28),S100QTDI,79750,E00667,2023-02-28,2023-05-26,その他製品
ウイングアーク１ｓｔ株式会社,有価証券報告書－第7期(2022/03/01－2023/02/28),S100QU14,44320,E33957,2023-02-28,2023-05-26,情報・通信業
ＤＣＭホールディングス株式会社,有価証券報告書－第17期(2022/03/01－2023/02/28),S100QTTX,30500,E03489,2023-02-28,2023-05-26,小売業
株式会社グラファイトデザイン,有価証券報告書－第34期(2022/03/01－2023/02/28),S100QT97,78470,E02464,2023-02-28,2023-05-26,その他製品
株式会社セブン＆アイ・ホールディングス,有価証券報告書－第18期(2022/03/01－2023/02/28),S100QTV0,33820,E03462,2023-02-28,2023-05-26,小売業
株式会社サンエー,有価証券報告書－第53期(2022/03/01－2023/02/28),S100QU1U,26590,E03352,2023-02-28,2023-05-26,小売業
株式会社コープビル,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QTD2,,E04580,2023-02-28,2023-05-26,サービス業
株式会社ヨンドシーホールディングス,有価証券報告書－第73期(2022/03/01－2023/02/28),S100QTTU,80080,E02621,2023-02-28,2023-05-26,卸売業
セントラル警備保障株式会社,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QU25,97400,E04799,2023-02-28,2023-05-26,サービス業
株式会社吉野家ホールディングス,有価証券報告書－第66期(2022/03/01－2023/02/28),S100QTWV,98610,E03153,2023-02-28,2023-05-26,小売業
株式会社ランド,有価証券報告書－第27期(2022/03/01－2023/02/28),S100QTX4,89180,E04015,2023-02-28,2023-05-26,不動産業
株式会社近鉄百貨店,有価証券報告書－第129期(2022/03/01－2023/02/28),S100QTKX,82440,E03021,2023-02-28,2023-05-26,小売業
コーナン商事株式会社,有価証券報告書－第46期(2022/03/01－2023/02/28),S100QU1R,75160,E03273,2023-02-28,2023-05-26,小売業
株式会社カンセキ,有価証券報告書－第49期(2022/03/01－2023/02/28),S100QTLC,99030,E03179,2023-02-28,2023-05-26,小売業
岡谷鋼機株式会社,有価証券報告書－第87期(2022/03/01－2023/02/28),S100QS6K,74850,E02553,2023-02-28,2023-05-26,卸売業
株式会社リテールパートナーズ,有価証券報告書－第70期(2022/03/01－2023/02/28),S100QU2T,81670,E03094,2023-02-28,2023-05-26,小売業
株式会社東天紅,有価証券報告書－第67期(2022/03/01－2023/02/28),S100QTV8,81810,E04784,2023-02-28,2023-05-26,小売業
株式会社東京衡機,有価証券報告書－第117期(2022/03/01－2023/02/28),S100QTT7,77190,E01587,2023-02-28,2023-05-26,精密機器
株式会社アルバイトタイムス,有価証券報告書－第50期(2022/03/01－2023/02/28),S100QTJA,23410,E05316,2023-02-28,2023-05-26,サービス業
株式会社松屋,有価証券報告書－第154期(2022/03/01－2023/02/28),S100QSU4,82370,E03017,2023-02-28,2023-05-26,小売業
株式会社アダストリア,有価証券報告書－第73期(2022/03/01－2023/02/28),S100QTL2,26850,E03368,2023-02-28,2023-05-26,小売業
株式会社カルラ,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QTZ7,27890,E03422,2023-02-28,2023-05-26,小売業
株式会社セレコーポレーション,有価証券報告書－第32期(2022/03/01－2023/02/28),S100QU4I,50780,E37456,2023-02-28,2023-05-26,不動産業
わらべや日洋ホールディングス株式会社,有価証券報告書－第59期(2022/03/01－2023/02/28),S100QTLM,29180,E00496,2023-02-28,2023-05-26,食料品
インターライフホールディングス株式会社,有価証券報告書－第13期(2022/03/01－2023/02/28),S100QTYF,14180,E24512,2023-02-28,2023-05-26,建設業
株式会社魚喜,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QTRR,26830,E03365,2023-02-28,2023-05-26,小売業
株式会社テイツー,有価証券報告書－第33期(2022/03/01－2023/02/28),S100QTF3,76100,E03319,2023-02-28,2023-05-26,小売業
株式会社日本色材工業研究所,有価証券報告書－第66期(2022/03/01－2023/02/28),S100QU6C,49200,E01040,2023-02-28,2023-05-26,化学
株式会社エスエルディー,有価証券報告書－第20期(2022/03/01－2023/02/28),S100QU6K,32230,E31291,2023-02-28,2023-05-26,小売業
アークランズ株式会社,有価証券報告書－第54期(2022/03/01－2023/02/28),S100QU7M,98420,E02706,2023-02-28,2023-05-26,小売業
株式会社井筒屋,有価証券報告書－第128期(2022/03/01－2023/02/28),S100QU7C,82600,E03032,2023-02-28,2023-05-26,小売業
Ｊ．フロント　リテイリング株式会社,有価証券報告書－第16期(2022/03/01－2023/02/28),S100QU70,30860,E03516,2023-02-28,2023-05-26,小売業
株式会社チヨダ,有価証券報告書－第76期(2022/03/01－2023/02/28),S100QTL8,81850,E03077,2023-02-28,2023-05-26,小売業
株式会社メディアドゥ,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QTXZ,36780,E30002,2023-02-28,2023-05-26,情報・通信業
株式会社ベルシステム２４ホールディングス,有価証券報告書－第9期(2022/03/01－2023/02/28),S100QU5Z,61830,E31896,2023-02-28,2023-05-26,サービス業
株式会社ＢｅｅＸ,有価証券報告書－第7期(2022/03/01－2023/02/28),S100QU75,42700,E36937,2023-02-28,2023-05-26,情報・通信業
株式会社ファミリーマート,有価証券報告書－第42期(2022/03/01－2023/02/28),S100QTLH,,E03125,2023-02-28,2023-05-26,小売業
株式会社オンワードホールディングス,有価証券報告書－第76期(2022/03/01－2023/02/28),S100QTOD,80160,E02521,2023-02-28,2023-05-26,繊維製品
株式会社エスポア,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QU2P,32600,E04086,2023-02-28,2023-05-26,不動産業
ウエルシアホールディングス株式会社,有価証券報告書－第15期(2022/03/01－2023/02/28),S100QT8C,31410,E21035,2023-02-28,2023-05-26,小売業
株式会社ＴＳＩホールディングス,有価証券報告書－第12期(2022/03/01－2023/02/28),S100QTHX,36080,E25234,2023-02-28,2023-05-26,繊維製品
株式会社エスクロー・エージェント・ジャパン,有価証券報告書－第16期(2022/03/01－2023/02/28),S100QU10,60930,E30476,2023-02-28,2023-05-26,サービス業
株式会社歌舞伎座,有価証券報告書－第99期(2022/03/01－2023/02/28),S100QU2Y,96610,E04606,2023-02-28,2023-05-26,サービス業
久光製薬株式会社,有価証券報告書－第121期(2022/03/01－2023/02/28),S100QTXW,45300,E00944,2023-02-28,2023-05-26,医薬品
株式会社コメダホールディングス,有価証券報告書－第9期(2022/03/01－2023/02/28),S100QTWD,35430,E32427,2023-02-28,2023-05-26,卸売業
株式会社クリーマ,有価証券報告書－第14期(2022/03/01－2023/02/28),S100QU8R,40170,E36100,2023-02-28,2023-05-26,情報・通信業
株式会社ＪＴＣ,有価証券報告書－第29期(2022/03/01－2023/02/28),S100QU6L,,E34891,2023-02-28,2023-05-26,小売業
シンメンテホールディングス株式会社,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QU4Q,60860,E30120,2023-02-28,2023-05-26,サービス業
株式会社セイヒョー,有価証券報告書－第112期(2022/03/01－2023/02/28),S100QTNZ,28720,E00447,2023-02-28,2023-05-26,食料品
株式会社サーバーワークス,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QTAN,44340,E31580,2023-02-28,2023-05-26,情報・通信業
株式会社オキサイド,有価証券報告書－第23期(2022/03/01－2023/02/28),S100QUA4,65210,E36433,2023-02-28,2023-05-26,その他製品
株式会社買取王国,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QT41,31810,E27202,2023-02-28,2023-05-26,小売業
株式会社日宣,有価証券報告書－第70期(2022/03/01－2023/02/28),S100QU0C,65430,E32951,2023-02-28,2023-05-26,サービス業
株式会社タカキュー,有価証券報告書－第74期(2022/03/01－2023/02/28),S100QUAT,81660,E03093,2023-02-28,2023-05-26,小売業
ＲＰＡホールディングス株式会社,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QUAX,65720,E33881,2023-02-28,2023-05-26,サービス業
株式会社ワイズテーブルコーポレーション,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QUAA,27980,E03428,2023-02-28,2023-05-26,小売業
株式会社ドトール・日レスホールディングス,有価証券報告書－第16期(2022/03/01－2023/02/28),S100QTV3,30870,E03518,2023-02-28,2023-05-26,小売業
株式会社マルヨシセンター,有価証券報告書－第63期(2022/03/01－2023/02/28),S100QSTJ,75150,E03272,2023-02-28,2023-05-26,小売業
株式会社房総カントリークラブ,有価証券報告書－第50期(2022/03/01－2023/02/28),S100QUAC,,E04681,2023-02-28,2023-05-29,サービス業
株式会社芦の湖カントリークラブ,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QSRD,,E04614,2023-02-28,2023-05-29,サービス業
株式会社エストラスト,有価証券報告書－第25期(2022/03/01－2023/02/28),S100QU6Y,32800,E26966,2023-02-28,2023-05-29,不動産業
株式会社ワキタ,有価証券報告書－第63期(2022/03/01－2023/02/28),S100QUC2,81250,E02618,2023-02-28,2023-05-29,卸売業
株式会社イートアンドホールディングス,有価証券報告書－第46期(2022/03/01－2023/02/28),S100QU8Q,28820,E25551,2023-02-28,2023-05-29,食料品
株式会社スリーエフ,有価証券報告書－第42期(2022/03/01－2023/02/28),S100QTZ1,75440,E03286,2023-02-28,2023-05-29,小売業
和田興産株式会社,有価証券報告書－第57期(2022/03/01－2023/02/28),S100QUAL,89310,E04029,2023-02-28,2023-05-29,不動産業
知多鋼業株式会社,有価証券報告書－第67期(2022/03/01－2023/02/28),S100QUCL,59930,E01419,2023-02-28,2023-05-29,金属製品
株式会社ジュンテンドー,有価証券報告書－第62期(2022/03/01－2023/02/28),S100QTZF,98350,E03141,2023-02-28,2023-05-29,小売業
フュージョン株式会社,有価証券報告書－第32期(2022/03/01－2023/02/28),S100QU80,39770,E32956,2023-02-28,2023-05-29,サービス業
株式会社　リソー教育,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QU5I,47140,E05024,2023-02-28,2023-05-29,サービス業
丸東産業株式会社,有価証券報告書－第76期(2022/03/01－2023/02/28),S100QTZV,78940,E00863,2023-02-28,2023-05-29,化学
株式会社ダイケン,有価証券報告書－第75期(2022/03/01－2023/02/28),S100QSXL,59000,E01325,2023-02-28,2023-05-29,金属製品
イオン株式会社,有価証券報告書－第98期(2022/03/01－2023/02/28),S100QUGV,82670,E03061,2023-02-28,2023-05-29,小売業
株式会社ＩＤＯＭ,有価証券報告書－第29期(2022/03/01－2023/02/28),S100QUIU,75990,E02892,2023-02-28,2023-05-29,卸売業
株式会社テラスカイ,有価証券報告書－第17期(2022/03/01－2023/02/28),S100QUCY,39150,E31453,2023-02-28,2023-05-29,情報・通信業
株式会社メタリアル,有価証券報告書－第19期(2022/03/01－2023/02/28),S100QUJZ,61820,E31901,2023-02-28,2023-05-29,サービス業
株式会社識学,有価証券報告書－第8期(2022/03/01－2023/02/28),S100QUBM,70490,E34634,2023-02-28,2023-05-29,サービス業
株式会社バロックジャパンリミテッド,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QUA0,35480,E32697,2023-02-28,2023-05-29,小売業
