会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
株式会社松永カントリークラブ,有価証券報告書－第62期(令和3年10月1日－令和4年9月30日),S100PTMA,,E04646,2022-09-30,2022-12-23,サービス業
株式会社エム・オー・エー基金,有価証券報告書－第21期(令和3年10月1日－令和4年9月30日),S100PT36,,E03732,2022-09-30,2022-12-23,内国法人・組合（有価証券報告書等の提出義務者以外）
イー・ガーディアン株式会社,有価証券報告書－第25期(令和3年10月1日－令和4年9月30日),S100PUI1,60500,E24917,2022-09-30,2022-12-23,サービス業
株式会社くふうカンパニー,有価証券報告書－第1期(令和3年10月1日－令和4年9月30日),S100PUYZ,43760,E36733,2022-09-30,2022-12-23,情報・通信業
株式会社東陽テクニカ,有価証券報告書－第70期(令和3年10月1日－令和4年9月30日),S100PUF5,81510,E02672,2022-09-30,2022-12-23,卸売業
日本ビジネスシステムズ株式会社,有価証券報告書－第32期(令和3年10月1日－令和4年9月30日),S100PUVG,50360,E37833,2022-09-30,2022-12-23,情報・通信業
株式会社秋津原,有価証券報告書－第15期(令和3年10月1日－令和4年9月30日),S100PV1P,,E20810,2022-09-30,2022-12-23,サービス業
株式会社マリオン,有価証券報告書－第36期(令和3年10月1日－令和4年9月30日),S100PTU2,34940,E34271,2022-09-30,2022-12-23,不動産業
株式会社イルグルム,有価証券報告書－第22期(令和3年10月1日－令和4年9月30日),S100PUS9,36900,E30836,2022-09-30,2022-12-23,サービス業
ＩＭＶ株式会社,有価証券報告書－第76期(令和3年10月1日－令和4年9月30日),S100PUK8,77600,E02352,2022-09-30,2022-12-23,精密機器
株式会社エスユーエス,有価証券報告書－第24期(令和3年10月1日－令和4年9月30日),S100PU0X,65540,E33357,2022-09-30,2022-12-23,サービス業
株式会社タスキ,有価証券報告書－第10期(令和3年10月1日－令和4年9月30日),S100PV74,29870,E35946,2022-09-30,2022-12-23,不動産業
株式会社ＴＶＥ,有価証券報告書－第23期(令和3年10月1日－令和4年9月30日),S100PUFY,64660,E01716,2022-09-30,2022-12-23,機械
株式会社マサル,有価証券報告書－第67期(令和3年10月1日－令和4年9月30日),S100PUSV,17950,E00254,2022-09-30,2022-12-23,建設業
株式会社オリエンタルコンサルタンツホールディングス,有価証券報告書－第17期(令和3年10月1日－令和4年9月30日),S100PU8L,24980,E05646,2022-09-30,2022-12-23,サービス業
株式会社オルトプラス,有価証券報告書－第13期(令和3年10月1日－令和4年9月30日),S100PV7V,36720,E27280,2022-09-30,2022-12-23,情報・通信業
株式会社ＣＲＩ・ミドルウェア,有価証券報告書－第22期(令和3年10月1日－令和4年9月30日),S100PV8L,36980,E30996,2022-09-30,2022-12-23,情報・通信業
大阪油化工業株式会社,有価証券報告書－第61期(令和3年10月1日－令和4年9月30日),S100PV82,41240,E33382,2022-09-30,2022-12-23,化学
株式会社情報企画,有価証券報告書－第36期(令和3年10月1日－令和4年9月30日),S100PV4L,37120,E05340,2022-09-30,2022-12-23,情報・通信業
株式会社ストライク,有価証券報告書－第26期(令和3年10月1日－令和4年9月30日),S100PUQ2,61960,E32380,2022-09-30,2022-12-23,サービス業
株式会社みらいワークス,有価証券報告書－第11期(令和3年10月1日－令和4年9月30日),S100PV0P,65630,E33601,2022-09-30,2022-12-23,サービス業
株式会社ティア,有価証券報告書－第26期(令和3年10月1日－令和4年9月30日),S100PVA9,24850,E05585,2022-09-30,2022-12-23,サービス業
横浜冷凍株式会社,有価証券報告書－第75期(令和3年10月1日－令和4年9月30日),S100PUY0,28740,E02576,2022-09-30,2022-12-23,卸売業
株式会社学研ホールディングス,有価証券報告書－第77期(令和3年10月1日－令和4年9月30日),S100PV86,94700,E00707,2022-09-30,2022-12-23,情報・通信業
ジャパンベストレスキューシステム株式会社,有価証券報告書－第26期(令和3年10月1日－令和4年9月30日),S100PV15,24530,E05509,2022-09-30,2022-12-23,サービス業
株式会社シイエム・シイ,有価証券報告書－第61期(令和3年10月1日－令和4年9月30日),S100PTJK,21850,E22042,2022-09-30,2022-12-23,サービス業
株式会社アビスト,有価証券報告書－第17期(令和3年10月1日－令和4年9月30日),S100PUSI,60870,E27043,2022-09-30,2022-12-23,サービス業
株式会社フリークアウト・ホールディングス,有価証券報告書－第12期(令和3年10月1日－令和4年9月30日),S100PV48,60940,E30648,2022-09-30,2022-12-23,サービス業
株式会社ＥｄｕＬａｂ,有価証券報告書－第8期(令和3年10月1日－令和4年9月30日),S100PVAP,44270,E34544,2022-09-30,2022-12-23,情報・通信業
株式会社まぐまぐ,有価証券報告書－第24期(令和3年10月1日－令和4年9月30日),S100PUQN,40590,E35945,2022-09-30,2022-12-23,情報・通信業
ＢＣＣ株式会社,有価証券報告書－第9期(令和3年10月1日－令和4年9月30日),S100PUJL,73760,E36655,2022-09-30,2022-12-23,サービス業
株式会社ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,有価証券報告書－第8期(令和3年10月1日－令和4年9月30日),S100PV84,35630,E33000,2022-09-30,2022-12-23,小売業
株式会社Ｍ＆Ａ総合研究所,有価証券報告書－第4期(令和3年10月1日－令和4年9月30日),S100PUVV,95520,E37733,2022-09-30,2022-12-23,サービス業
株式会社インタートレード,有価証券報告書－第24期(令和3年10月1日－令和4年9月30日),S100PVAV,37470,E05424,2022-09-30,2022-12-23,情報・通信業
株式会社キャピタル・アセット・プランニング,有価証券報告書－第34期(令和3年10月1日－令和4年9月30日),S100PV2C,39650,E32619,2022-09-30,2022-12-23,情報・通信業
極東産機株式会社,有価証券報告書－第74期(令和3年10月1日－令和4年9月30日),S100PUSU,62330,E34273,2022-09-30,2022-12-23,機械
アクセルマーク株式会社,有価証券報告書－第30期(令和3年10月1日－令和4年9月30日),S100PVB7,36240,E05707,2022-09-30,2022-12-23,情報・通信業
株式会社ＭＴＧ,有価証券報告書－第27期(令和3年10月1日－令和4年9月30日),S100PVBZ,78060,E34054,2022-09-30,2022-12-23,その他製品
株式会社ニーズウェル,有価証券報告書－第36期(令和3年10月1日－令和4年9月30日),S100PVC5,39920,E33367,2022-09-30,2022-12-23,情報・通信業
株式会社キャンディル,有価証券報告書－第9期(令和3年10月1日－令和4年9月30日),S100PUY7,14460,E34095,2022-09-30,2022-12-23,建設業
ＨＥＮＮＧＥ株式会社,有価証券報告書－第26期(令和3年10月1日－令和4年9月30日),S100PUKS,44750,E35150,2022-09-30,2022-12-23,情報・通信業
テモナ株式会社,有価証券報告書－第14期(令和3年10月1日－令和4年9月30日),S100PV25,39850,E33040,2022-09-30,2022-12-23,情報・通信業
株式会社ＦＰＧ,有価証券報告書－第21期(令和3年10月1日－令和4年9月30日),S100PURU,71480,E24651,2022-09-30,2022-12-23,証券、商品先物取引業
ホウライ株式会社,有価証券報告書－第139期(令和3年10月1日－令和4年9月30日),S100PV2T,96790,E04691,2022-09-30,2022-12-23,サービス業
